"mean_flush" "mean_caudate" "detect_flush" "detect_caudate" "pval" "qval" "Gene" "Ctype" "dir"
"YBX3" 0.211238985492236 0.101220565302741 0.207641196013289 0.0949367088607595 0.00110362381286338 0.0302260387915632 "YBX3" "InflamatoryMacrophages" 1
"PLBD1" 0.184560300545232 0.0601875757793506 0.179401993355482 0.0443037974683544 4.07528893990589e-05 0.00188050005985774 "PLBD1" "InflamatoryMacrophages" 1
"ARHGDIB4" 1.02606399912648 0.792483299496518 0.772425249169435 0.5 7.8213553909199e-05 0.00325450714319014 "ARHGDIB" "InflamatoryMacrophages" 1
"CAPRIN2" 0.00166334736459244 0.0286808506043158 0.00166112956810631 0.0253164556962025 0.00108174645422373 0.0298335609317192 "CAPRIN2" "InflamatoryMacrophages" -1
"SLC38A2" 0.173248112936434 0.0724599034000891 0.167774086378738 0.0632911392405063 0.00108040951453985 0.0298335609317192 "SLC38A2" "InflamatoryMacrophages" 1
"TUBA1B4" 0.922592435961383 0.57059460224507 0.63953488372093 0.386075949367089 4.71987420811256e-06 0.000284126843827446 "TUBA1B" "InflamatoryMacrophages" 1
"TMBIM61" 0.60188764589566 0.44829110188394 0.523255813953488 0.322784810126582 0.00013857146033571 0.00544145347059995 "TMBIM6" "InflamatoryMacrophages" 1
"NR4A12" 0.254125512531843 0.0223784382397408 0.239202657807309 0.0189873417721519 7.00235643879482e-10 7.90866142930169e-08 "NR4A1" "InflamatoryMacrophages" 1
"CALCOCO1" 0.00833946284494338 0.0598464742331458 0.00830564784053156 0.0506329113924051 0.000258313124044098 0.00917166268873938 "CALCOCO1" "InflamatoryMacrophages" -1
"HNRNPA14" 1.40942186888262 0.539249790845074 0.882059800664452 0.392405063291139 2.7545862320342e-26 1.2835562820108e-23 "HNRNPA1" "InflamatoryMacrophages" 1
"CD633" 1.24953956755631 0.798374774390798 0.808970099667774 0.481012658227848 1.54777455357702e-09 1.62434145405928e-07 "CD63" "InflamatoryMacrophages" 1
"RPL412" 9.28218938022969 10.435986568554 1 1 3.65819129165248e-05 0.00173529962110827 "RPL41" "InflamatoryMacrophages" -1
"MYL61" 2.08651329775571 1.85097165879045 0.956810631229236 0.80379746835443 0.000289403241825711 0.0101835432637516 "MYL6" "InflamatoryMacrophages" 1
"ATP5B3" 0.385522807336392 0.24431152176043 0.368770764119601 0.208860759493671 0.000731982687986218 0.0218434816118284 "ATP5B" "InflamatoryMacrophages" 1
"NACA4" 2.18731987590859 1.68608085670004 0.96843853820598 0.759493670886076 2.54811979289017e-06 0.000166951119468975 "NACA" "InflamatoryMacrophages" 1
"LYZ3" 15.1975549776728 7.40625028370539 0.985049833887043 0.829113924050633 1.19069584472849e-16 2.5673567313882e-14 "LYZ" "InflamatoryMacrophages" 1
"NAP1L11" 0.869663402650482 0.634274379537955 0.614617940199336 0.392405063291139 0.000166344916097879 0.00636349793549918 "NAP1L1" "InflamatoryMacrophages" 1
"DUSP6" 0.109906874820047 0.32285829386533 0.109634551495017 0.240506329113924 1.32420510056818e-05 0.000704203959086909 "DUSP6" "InflamatoryMacrophages" -1
"LINC00936" 0.264321947480121 0.00622944283863251 0.250830564784053 0.00632911392405063 9.5952707843984e-12 1.42237895290226e-09 "LINC00936" "InflamatoryMacrophages" 1
"BTG14" 1.11890772675892 0.459685574311153 0.770764119601329 0.335443037974684 2.46960521379393e-18 6.10146838132963e-16 "BTG1" "InflamatoryMacrophages" 1
"NDUFA12" 0.179316365461623 0.0865933209295418 0.177740863787375 0.0759493670886076 0.00190971372867641 0.0450021918948498 "NDUFA12" "InflamatoryMacrophages" 1
"LTA4H" 0.766731189126072 0.568958906517694 0.611295681063123 0.379746835443038 2.69541687348936e-05 0.00133744555241466 "LTA4H" "InflamatoryMacrophages" 1
"SLC25A34" 0.684678264909502 0.372857822605622 0.617940199335548 0.322784810126582 5.49110678815602e-08 4.52215523616266e-06 "SLC25A3" "InflamatoryMacrophages" 1
"ARPC32" 1.58555077150902 1.0144705896459 0.933554817275748 0.556962025316456 3.42181619637471e-13 5.71539693983207e-11 "ARPC3" "InflamatoryMacrophages" 1
"ALDH21" 0.235970902730082 0.116890440627675 0.232558139534884 0.0822784810126582 0.000125155878810295 0.00496395841742907 "ALDH2" "InflamatoryMacrophages" 1
"RPL62" 2.67967261025632 2.32420298119539 0.975083056478405 0.80379746835443 0.00136695979556233 0.0359440714314273 "RPL6" "InflamatoryMacrophages" 1
"RPLP04" 1.57342720642554 1.11447889155994 0.89202657807309 0.658227848101266 2.06820865963652e-07 1.5722363137583e-05 "RPLP0" "InflamatoryMacrophages" 1
"RSRC2" 0.136000902170911 0.034289919295503 0.134551495016611 0.0316455696202532 0.000413109669211726 0.0136845462770443 "RSRC2" "InflamatoryMacrophages" 1
"RILPL2" 0.167536458110971 0.0442846680456888 0.166112956810631 0.0443037974683544 8.76884392645212e-05 0.00361075417096513 "RILPL2" "InflamatoryMacrophages" 1
"UBC4" 1.27997020982281 0.598599451943168 0.815614617940199 0.430379746835443 9.56935854407234e-16 1.95660384438196e-13 "UBC" "InflamatoryMacrophages" 1
"SAP181" 0.327466102253874 0.171750904508567 0.317275747508306 0.132911392405063 1.52270828597945e-05 0.000799017591302224 "SAP18" "InflamatoryMacrophages" 1
"RPL214" 7.67491314218627 6.55257204982019 1 0.962025316455696 3.39785697183198e-06 0.000210969559313903 "RPL21" "InflamatoryMacrophages" 1
"ATP5EP23" 0.0748637947833611 0.258625520977463 0.0730897009966777 0.208860759493671 2.50040759855622e-07 1.88868367587759e-05 "ATP5EP2" "InflamatoryMacrophages" -1
"HMGB1" 0.568174072960565 0.457407798644968 0.506644518272425 0.316455696202532 0.00148248159813856 0.0383859154417579 "HMGB1" "InflamatoryMacrophages" 1
"HSPH11" 0.286242145804256 0.0376912605260615 0.250830564784053 0.0316455696202532 1.36092546839935e-09 1.48066193850898e-07 "HSPH1" "InflamatoryMacrophages" 1
"TPT14" 8.3747777309801 4.27314616297756 1 0.943037974683544 1.23472425975186e-50 9.76172999759823e-48 "TPT1" "InflamatoryMacrophages" 1
"LCP11" 0.709525008821578 0.357442410200175 0.596345514950166 0.30379746835443 1.45019200028928e-09 1.53552026173488e-07 "LCP1" "InflamatoryMacrophages" 1
"ITM2B4" 1.25787908289746 1.03606483738954 0.832225913621262 0.60126582278481 0.000976459867511855 0.0277029606909643 "ITM2B" "InflamatoryMacrophages" 1
"INTS63" 0.0930484313936501 0.0252289669090767 0.0930232558139535 0.0189873417721519 0.00205668591556921 0.0471988439241055 "INTS6" "InflamatoryMacrophages" 1
"GPR1831" 0.212914792196032 0.0125876336283493 0.192691029900332 0.0126582278481013 2.60681304004062e-08 2.32437562720614e-06 "GPR183" "InflamatoryMacrophages" 1
"TNFSF13B" 0.464214518245776 0.231375683781557 0.408637873754153 0.20253164556962 5.63077979967945e-06 0.000332216008181087 "TNFSF13B" "InflamatoryMacrophages" 1
"RNASE2" 0.34695695858532 0.197429095148733 0.250830564784053 0.113924050632911 0.000713188558969312 0.0215440232922862 "RNASE2" "InflamatoryMacrophages" 1
"HNRNPC1" 0.360372372836578 0.230716330601034 0.350498338870432 0.189873417721519 0.000290246869310063 0.0101835432637516 "HNRNPC" "InflamatoryMacrophages" 1
"DAD11" 0.201190018321709 0.0799018799470441 0.199335548172757 0.0759493670886076 0.000397750744483874 0.0133246499402098 "DAD1" "InflamatoryMacrophages" 1
"NFKBIA4" 1.82861669445444 0.201575366016378 0.825581395348837 0.158227848101266 5.08651652497966e-45 3.77006246685836e-42 "NFKBIA" "InflamatoryMacrophages" 1
"RPS292" 4.7261915501099 6.13573412336895 0.998338870431894 0.987341772151899 1.33586267408299e-07 1.05613303013001e-05 "RPS29" "InflamatoryMacrophages" -1
"C14orf166" 0.22754336909785 0.113152614202283 0.224252491694352 0.0949367088607595 0.000739376578741151 0.021918887409123 "C14orf166" "InflamatoryMacrophages" 1
"LGALS3" 0.747908532929383 0.406854458240322 0.584717607973422 0.29746835443038 3.11759242153871e-08 2.73863174274278e-06 "LGALS3" "InflamatoryMacrophages" 1
"SRSF53" 0.384199775205497 0.219034434284304 0.362126245847176 0.189873417721519 3.74883946508785e-05 0.00175982592228948 "SRSF5" "InflamatoryMacrophages" 1
"NPC2" 1.86779971887003 1.58976428076219 0.897009966777409 0.721518987341772 0.0019503415520585 0.045440275964365 "NPC2" "InflamatoryMacrophages" 1
"TMED10" 0.144605927233007 0.0505242280561693 0.144518272425249 0.0506329113924051 0.00138543730364471 0.0362142482875367 "TMED10" "InflamatoryMacrophages" 1
"FOS3" 1.73891617680678 0.864183354388894 0.767441860465116 0.367088607594937 2.31785329339507e-16 4.82235477304775e-14 "FOS" "InflamatoryMacrophages" 1
"SLIRP" 0.24261801896938 0.518796503938376 0.240863787375415 0.360759493670886 9.11939052885319e-05 0.00372920180281621 "SLIRP" "InflamatoryMacrophages" -1
"CALM12" 0.676248769042946 0.406546531577333 0.589700996677741 0.322784810126582 1.92320860602339e-06 0.000128131072240626 "CALM1" "InflamatoryMacrophages" 1
"NDUFB13" 0.679444245975724 1.19899442045571 0.579734219269103 0.689873417721519 6.2010078469259e-08 5.07156910735822e-06 "NDUFB1" "InflamatoryMacrophages" -1
"SERPINA13" 2.60562962044149 1.83323787183138 0.981727574750831 0.80379746835443 7.5056119930187e-13 1.23623684201679e-10 "SERPINA1" "InflamatoryMacrophages" 1
"HSP90AA14" 2.14939458218001 0.553116339975677 0.885382059800664 0.348101265822785 1.57802139746314e-36 1.03965309736197e-33 "HSP90AA1" "InflamatoryMacrophages" 1
"EIF54" 0.289270558092687 0.157265016596739 0.282392026578073 0.151898734177215 0.00111820583143563 0.0304846044942417 "EIF5" "InflamatoryMacrophages" 1
"IGHA13" 0.393969581174499 0.0633588635798266 0.264119601328904 0.0443037974683544 1.24748237818711e-08 1.18351148183368e-06 "IGHA1" "InflamatoryMacrophages" 1
"IGHG32" 0.150978993776112 0 0.0830564784053156 0 0.000182476290531828 0.00682645529784528 "IGHG3" "InflamatoryMacrophages" 1
"TUBGCP5" 0.00165561086522224 0.0292647859350138 0.00166112956810631 0.0253164556962025 0.00105429550760255 0.029418565705079 "TUBGCP5" "InflamatoryMacrophages" -1
"THBS1" 0.164743187848503 0.0528617712704143 0.142857142857143 0.0379746835443038 0.000405230789416917 0.0135224587543201 "THBS1" "InflamatoryMacrophages" 1
"CHP1" 0.244485959782476 0.137857543805258 0.240863787375415 0.107594936708861 0.00102546600849799 0.0288859890612296 "CHP1" "InflamatoryMacrophages" 1
"B2M2" 14.5124266065298 12.7590812842532 1 0.993670886075949 5.84606303325098e-05 0.00254884049673983 "B2M" "InflamatoryMacrophages" 1
"C15orf48" 0.152895567210835 0.0281693091682872 0.122923588039867 0.0189873417721519 0.000142653676499804 0.00554665557249567 "C15orf48" "InflamatoryMacrophages" 1
"ANXA22" 1.09969701133376 0.584747579432646 0.740863787375415 0.40506329113924 7.425766772823e-11 9.78468535098978e-09 "ANXA2" "InflamatoryMacrophages" 1
"PPIB2" 0.33515729514764 0.176548784169324 0.317275747508306 0.139240506329114 6.06372440024339e-05 0.00261489846045405 "PPIB" "InflamatoryMacrophages" 1
"RPL44" 1.33931049566435 1.11780119750171 0.840531561461794 0.607594936708861 0.00162908447499913 0.0404789450232088 "RPL4" "InflamatoryMacrophages" 1
"RPLP11" 10.4530057858915 8.54527477227235 1 0.993670886075949 7.17956736972051e-08 5.83167735873394e-06 "RPLP1" "InflamatoryMacrophages" 1
"PKM1" 0.701265308414339 0.398573080566794 0.561461794019934 0.310126582278481 7.59440463508432e-07 5.39293680044701e-05 "PKM" "InflamatoryMacrophages" 1
"BCL2A1" 0.349116054193533 0.122044761347375 0.317275747508306 0.069620253164557 1.44540139432665e-09 1.53552026173488e-07 "BCL2A1" "InflamatoryMacrophages" 1
"SEC11A" 0.425437169849459 0.284767969487565 0.408637873754153 0.234177215189873 0.000424779395808685 0.0139541796534493 "SEC11A" "InflamatoryMacrophages" 1
"IDH23" 0.164461710981638 0.0743100153563725 0.162790697674419 0.0632911392405063 0.00175467076487485 0.0424896635757238 "IDH2" "InflamatoryMacrophages" 1
"MPG" 0.103096585947953 0.0266556853354002 0.102990033222591 0.0253164556962025 0.00200525406405118 0.0464459139562167 "MPG" "InflamatoryMacrophages" 1
"HBA24" 1.12347237106477 0.117696981296599 0.8421926910299 0.10126582278481 7.96880884304151e-51 6.75015029068781e-48 "HBA2" "InflamatoryMacrophages" 1
"HBA14" 0.467119069132136 0.113426104955913 0.448504983388704 0.0569620253164557 3.90821252493509e-17 8.58286895059357e-15 "HBA1" "InflamatoryMacrophages" 1
"RPS211" 6.09173259132869 4.41885166438647 1 0.89873417721519 7.30007396606168e-12 1.09584274890539e-09 "RPS2" "InflamatoryMacrophages" 1
"RNPS1" 0.12478091700572 0.0412123763962408 0.124584717607973 0.0379746835443038 0.0015850703362852 0.0398248921991655 "RNPS1" "InflamatoryMacrophages" 1
"LITAF3" 0.620058793758269 0.275152582888145 0.526578073089701 0.221518987341772 9.27513599376983e-11 1.19558519293605e-08 "LITAF" "InflamatoryMacrophages" 1
"RPS15A4" 5.50989525025865 7.09410091497482 1 0.993670886075949 1.7487786642398e-12 2.72878502358154e-10 "RPS15A" "InflamatoryMacrophages" -1
"ACSM2B1" 0.00497805513216402 0.0777312572918992 0.00498338870431894 0.0632911392405063 4.74860140297474e-07 3.45482601459371e-05 "ACSM2B" "InflamatoryMacrophages" -1
"METTL9" 0.248100534142139 0.111396847929881 0.23421926910299 0.0949367088607595 0.000147007512491148 0.00569312677298541 "METTL9" "InflamatoryMacrophages" 1
"TMEM219" 0.280823000174781 0.170810041031987 0.27906976744186 0.139240506329114 0.000574096394308667 0.018252571421197 "TMEM219" "InflamatoryMacrophages" 1
"ALDOA4" 0.994963257143978 0.630665331432339 0.742524916943522 0.449367088607595 1.84955115515049e-07 1.42427449019023e-05 "ALDOA" "InflamatoryMacrophages" 1
"CORO1A3" 0.970393294756337 0.447156112562434 0.730897009966777 0.354430379746835 8.29851545225611e-15 1.514032226897e-12 "CORO1A" "InflamatoryMacrophages" 1
"FUS2" 0.287556155833649 0.157968379161695 0.285714285714286 0.151898734177215 0.000733089272409789 0.0218434816118284 "FUS" "InflamatoryMacrophages" 1
"PYCARD" 0.737759733224315 0.574731428435913 0.632890365448505 0.430379746835443 0.000388371926851713 0.0130843826151547 "PYCARD" "InflamatoryMacrophages" 1
"HERPUD13" 0.268996909863111 0.121118317934713 0.260797342192691 0.10126582278481 4.38484990802473e-05 0.00199999750227943 "HERPUD1" "InflamatoryMacrophages" 1
"CKLF" 0.322733175096052 0.167648861349727 0.305647840531561 0.139240506329114 4.8346515288561e-05 0.00218000503728914 "CKLF" "InflamatoryMacrophages" 1
"ATP6V0D1" 0.300809972480266 0.201604526905041 0.290697674418605 0.145569620253165 0.000666239057822116 0.0208467783290566 "ATP6V0D1" "InflamatoryMacrophages" 1
"HP3" 1.09660995142106 0.916836049890565 0.742524916943522 0.443037974683544 2.69682262905872e-06 0.000173813149771779 "HP" "InflamatoryMacrophages" 1
"HSDL1" 0.00667538524258569 0.0402162471730937 0.00664451827242525 0.0379746835443038 0.0021656552227851 0.0490124146698635 "HSDL1" "InflamatoryMacrophages" -1
"COTL12" 3.20820771802545 1.89995311276217 0.981727574750831 0.772151898734177 4.61569230476042e-19 1.21638877871453e-16 "COTL1" "InflamatoryMacrophages" 1
"MAP1LC3B1" 0.250833315399679 0.121424383879699 0.244186046511628 0.0886075949367089 4.73369262634268e-05 0.00214262827693885 "MAP1LC3B" "InflamatoryMacrophages" 1
"CYBA2" 3.19629535182066 2.04389954542127 0.98671096345515 0.784810126582278 2.04474882767787e-17 4.66320698989073e-15 "CYBA" "InflamatoryMacrophages" 1
"APRT" 0.392312817677298 0.211139086335003 0.375415282392027 0.189873417721519 1.32333879298226e-05 0.000704203959086909 "APRT" "InflamatoryMacrophages" 1
"RPL132" 8.02199668042316 6.14307340016152 1 0.962025316455696 4.36794022049174e-15 8.49170542210025e-13 "RPL13" "InflamatoryMacrophages" 1
"P2RX1" 0.0250794475265877 0.0853077697372011 0.0249169435215947 0.0759493670886076 0.00205505463784681 0.0471988439241055 "P2RX1" "InflamatoryMacrophages" -1
"PFN13" 2.82028960919352 2.06115938529046 0.978405315614618 0.778481012658228 7.29040726411276e-10 8.15631507029369e-08 "PFN1" "InflamatoryMacrophages" 1
"CAMTA2" 0.024887994691229 0.0808492268612919 0.0249169435215947 0.0759493670886076 0.00193979207136606 0.0453727695746155 "CAMTA2" "InflamatoryMacrophages" -1
"C1QBP1" 0.152827897902089 0.0658035377630826 0.151162790697674 0.0506329113924051 0.00115992079253055 0.0314052526909128 "C1QBP" "InflamatoryMacrophages" 1
"SLC13A52" 0.00495030972530149 0.0822102419693202 0.00498338870431894 0.0569620253164557 2.91886005086506e-06 0.000184121070974515 "SLC13A5" "InflamatoryMacrophages" -1
"POLR2A" 0.0664257457269194 0 0.0647840531561462 0 0.00103609548240013 0.0291162472174956 "POLR2A" "InflamatoryMacrophages" 1
"EIF4A12" 0.18778733902943 0.0732842376034358 0.186046511627907 0.069620253164557 0.000737671399414124 0.021918887409123 "EIF4A1" "InflamatoryMacrophages" 1
"CD68" 0.72146191831448 0.380461928487199 0.573089700996678 0.284810126582278 1.44536043382332e-08 1.36035947497704e-06 "CD68" "InflamatoryMacrophages" 1
"KDM6B2" 0.214225529878602 0.0567138966186958 0.20265780730897 0.0506329113924051 6.18819152709365e-06 0.00036329585801883 "KDM6B" "InflamatoryMacrophages" 1
"UBB2" 0.872794509065186 0.639354095518749 0.687707641196013 0.424050632911392 4.94556017563695e-06 0.00029620908142868 "UBB" "InflamatoryMacrophages" 1
"RP11-160E2.64" 0.0598132873840535 0.169225035717076 0.0598006644518272 0.132911392405063 0.00141764334474546 0.0369490822534867 "RP11-160E2.6" "InflamatoryMacrophages" -1
"WSB1" 0.423499255757502 0.247476682548272 0.398671096345515 0.20253164556962 1.9624160108155e-05 0.00100745850529269 "WSB1" "InflamatoryMacrophages" 1
"PSMD11" 0.0847026944510381 0.0124602590774568 0.0847176079734219 0.0126582278481013 0.00144480353054579 0.0375743970805758 "PSMD11" "InflamatoryMacrophages" 1
"CCL3" 0.715743814769967 0.130371849510379 0.358803986710963 0.0632911392405063 1.71635011449089e-12 2.71389280103299e-10 "CCL3" "InflamatoryMacrophages" 1
"CCL41" 0.493350341201802 0.0650899873452205 0.292358803986711 0.0506329113924051 2.5235085860021e-10 3.05370288993867e-08 "CCL4" "InflamatoryMacrophages" 1
"CCL3L3" 0.124520121738195 0.015296046677493 0.0930232558139535 0.0126582278481013 0.000715518813031524 0.0215440232922862 "CCL3L3" "InflamatoryMacrophages" 1
"PSMB31" 0.339273537726495 0.17629802469949 0.322259136212625 0.151898734177215 7.9573139466916e-05 0.00329950301027328 "PSMB3" "InflamatoryMacrophages" 1
"RPL192" 5.00452835652767 4.12274447214082 1 0.892405063291139 2.95420801762567e-05 0.00145369099091381 "RPL19" "InflamatoryMacrophages" 1
"EIF13" 4.14185916788281 2.49418511593757 0.995016611295681 0.873417721518987 2.66124303110609e-23 9.5635397290567e-21 "EIF1" "InflamatoryMacrophages" 1
"GRN" 1.01847911597086 0.505950759742282 0.745847176079734 0.411392405063291 9.61885434613069e-13 1.56260265329814e-10 "GRN" "InflamatoryMacrophages" 1
"NMT1" 0.0946854792918542 0.233831269613207 0.0946843853820598 0.183544303797468 0.00132606809761955 0.0351808536234234 "NMT1" "InflamatoryMacrophages" -1
"AKAP1" 0.00328795251818319 0.039969071897516 0.00332225913621262 0.0316455696202532 0.000897556932899062 0.0257727062161016 "AKAP1" "InflamatoryMacrophages" -1
"SUMO23" 0.689611300949957 0.51339549830498 0.617940199335548 0.417721518987342 0.00070247879602997 0.0215440232922862 "SUMO2" "InflamatoryMacrophages" 1
"H3F3B4" 2.22905411737469 0.965666715088486 0.975083056478405 0.594936708860759 7.24043102597976e-31 4.08877483509971e-28 "H3F3B" "InflamatoryMacrophages" 1
"SRSF24" 0.282806820746846 0.162016189221636 0.274086378737542 0.158227848101266 0.0016486494688512 0.0408169813175497 "SRSF2" "InflamatoryMacrophages" 1
"SOCS31" 0.359010377357918 0.137421344204769 0.333887043189369 0.113924050632911 2.60186832812477e-07 1.9406010379391e-05 "SOCS3" "InflamatoryMacrophages" 1
"ACTG14" 3.21617477517427 1.70715288446592 0.988372093023256 0.753164556962025 2.09117385076415e-23 7.74975959256625e-21 "ACTG1" "InflamatoryMacrophages" 1
"WDR45B" 0.0864699478686212 0.0126395188365256 0.0847176079734219 0.0126582278481013 0.00155189773216857 0.0392408426562624 "WDR45B" "InflamatoryMacrophages" 1
"MYL12A4" 0.959989166710448 0.583082953807473 0.73421926910299 0.39873417721519 3.85738096644408e-08 3.31483194790293e-06 "MYL12A" "InflamatoryMacrophages" 1
"MYL12B2" 0.712922218469374 0.46175456735377 0.60797342192691 0.335443037974684 2.74572794244825e-06 0.000175880514857304 "MYL12B" "InflamatoryMacrophages" 1
"ATP5A11" 0.319074703598936 0.124333780871227 0.312292358803987 0.113924050632911 8.47324452202108e-07 5.98120278491953e-05 "ATP5A1" "InflamatoryMacrophages" 1
"RPL174" 0.532116964266144 1.01349710072345 0.495016611295681 0.620253164556962 1.48125307596445e-08 1.38316379746948e-06 "RPL17" "InflamatoryMacrophages" -1
"TCF4" 0.126343911581892 0.339564453395136 0.124584717607973 0.253164556962025 1.70749063567593e-05 0.000884241547968599 "TCF4" "InflamatoryMacrophages" -1
"FKBP1A" 0.746414719025511 0.575704129619772 0.63953488372093 0.443037974683544 0.000862641083280744 0.0248302441908406 "FKBP1A" "InflamatoryMacrophages" 1
"SCAND1" 0.308632225077424 0.20071216456797 0.300664451827243 0.151898734177215 0.00171331283464321 0.0420666188530721 "SCAND1" "InflamatoryMacrophages" 1
"C20orf24" 0.278950025946472 0.148679283441324 0.270764119601329 0.10126582278481 4.32280419733491e-05 0.00197931023074111 "C20orf24" "InflamatoryMacrophages" 1
"LINC01370" 0 0.0330820878672504 0 0.0253164556962025 9.22932397787752e-05 0.00374833301141337 "LINC01370" "InflamatoryMacrophages" -1
"YWHAB" 0.636042019456814 0.455508125026213 0.569767441860465 0.348101265822785 0.000294320230957153 0.0102502012260038 "YWHAB" "InflamatoryMacrophages" 1
"ATP5E3" 3.73263375109221 4.7129792589092 0.998338870431894 0.968354430379747 4.59006511582727e-05 0.0020855778623983 "ATP5E" "InflamatoryMacrophages" -1
"SHC23" 0.00662139013939959 0.0534020272482593 0.00664451827242525 0.0443037974683544 0.000391524006236963 0.0131532101698701 "SHC2" "InflamatoryMacrophages" -1
"CFD" 0.67463028035021 0.498496072534358 0.519933554817276 0.316455696202532 0.000195974926924631 0.00730838571823647 "CFD" "InflamatoryMacrophages" 1
"ATP5D1" 0.588182775021319 0.424251417783073 0.528239202657807 0.316455696202532 0.000112492546144303 0.00447667484807146 "ATP5D" "InflamatoryMacrophages" 1
"UQCR112" 0.852410784785264 1.23302220927648 0.692691029900332 0.689873417721519 0.00175562316823549 0.0424896635757238 "UQCR11" "InflamatoryMacrophages" -1
"OAZ12" 3.11819430155546 2.50659030490462 0.993355481727575 0.905063291139241 1.81275901354163e-08 1.67949290168673e-06 "OAZ1" "InflamatoryMacrophages" 1
"EEF24" 0.834851939583147 0.638463363281176 0.68936877076412 0.455696202531646 0.000257354745092037 0.00917166268873938 "EEF2" "InflamatoryMacrophages" 1
"PLIN52" 0.00819667711836288 0.0685981353392872 0.00830564784053156 0.0506329113924051 0.000235585104130123 0.00856995015300347 "PLIN5" "InflamatoryMacrophages" -1
"C32" 0.033254110899235 0.145608971595701 0.0332225913621262 0.120253164556962 7.81941120677356e-06 0.000450147560685086 "C3" "InflamatoryMacrophages" -1
"PET1002" 0.240609750161494 0.488819956338288 0.229235880398671 0.322784810126582 0.00149860663492559 0.0387176763496667 "PET100" "InflamatoryMacrophages" -1
"EIF3G1" 0.334409307175359 0.16411418508016 0.325581395348837 0.158227848101266 5.24840064646738e-05 0.00232241728606181 "EIF3G" "InflamatoryMacrophages" 1
"JUNB4" 1.39770695472165 0.400758331005695 0.812292358803987 0.29746835443038 1.51617113074453e-29 8.17285156340879e-27 "JUNB" "InflamatoryMacrophages" 1
"CALR3" 0.425542334246883 0.301739970379378 0.383720930232558 0.215189873417722 0.000762863855432294 0.0223930753999296 "CALR" "InflamatoryMacrophages" 1
"RAD23A1" 0.14614444683995 0.0507470181332064 0.146179401993355 0.0506329113924051 0.00150182402570594 0.0387176763496667 "RAD23A" "InflamatoryMacrophages" 1
"IER23" 0.289256649384506 0.183177573743529 0.285714285714286 0.145569620253165 0.000830919713484554 0.024092608513969 "IER2" "InflamatoryMacrophages" 1
"CTD-3252C9.43" 0.0996845318796168 0.0296644173518021 0.0996677740863787 0.0189873417721519 0.00138639587845026 0.0362142482875367 "CTD-3252C9.4" "InflamatoryMacrophages" 1
"DNAJB14" 0.485814704212093 0.065569740348278 0.362126245847176 0.0506329113924051 8.05449348428918e-14 1.40467997397331e-11 "DNAJB1" "InflamatoryMacrophages" 1
"NDUFB7" 0.349069814721816 0.25255440530178 0.333887043189369 0.183544303797468 0.00217448012296575 0.0491183995776206 "NDUFB7" "InflamatoryMacrophages" 1
"PGLS" 0.428647304543251 0.287730803604607 0.40531561461794 0.240506329113924 0.000777099065923051 0.0227546119081024 "PGLS" "InflamatoryMacrophages" 1
"RPL18A3" 5.06196921483357 3.72824914894605 1 0.89873417721519 3.47454765982898e-14 6.24313040877452e-12 "RPL18A" "InflamatoryMacrophages" 1
"IFI30" 0.462209624846955 0.33228234107233 0.40531561461794 0.246835443037975 0.000759985110111491 0.0223639290839012 "IFI30" "InflamatoryMacrophages" 1
"JUND1" 0.534955769396167 0.322289167818964 0.461794019933555 0.246835443037975 2.59684119976909e-05 0.00130491270288397 "JUND" "InflamatoryMacrophages" 1
"FKBP81" 0.28032420063755 0.126410885460249 0.277408637873754 0.126582278481013 9.94658226759764e-05 0.00402581976489558 "FKBP8" "InflamatoryMacrophages" 1
"FXYD51" 0.563697681005145 0.438047026600958 0.524916943521595 0.322784810126582 0.00204698229268951 0.0471988439241055 "FXYD5" "InflamatoryMacrophages" 1
"NFKBID" 0.0948296903170057 0.0267653320058585 0.0946843853820598 0.0189873417721519 0.00201347895992588 0.0465455106934912 "NFKBID" "InflamatoryMacrophages" 1
"HCST" 0.508581986966038 0.348870648440707 0.450166112956811 0.29746835443038 0.00152747888793802 0.0391239138921318 "HCST" "InflamatoryMacrophages" 1
"EIF3K" 0.802384526698435 0.633667011423737 0.679401993355482 0.474683544303797 0.000172734470195851 0.00652375185367069 "EIF3K" "InflamatoryMacrophages" 1
"ZFP363" 1.0968287437082 0.334954465541338 0.725913621262459 0.227848101265823 7.12215050261705e-24 2.72456718743663e-21 "ZFP36" "InflamatoryMacrophages" 1
"RPS163" 3.58456635217636 2.78998539611734 0.995016611295681 0.841772151898734 1.71548936478433e-07 1.3296724429397e-05 "RPS16" "InflamatoryMacrophages" 1
"AXL" 0 0.0332336764935269 0 0.0253164556962025 9.22938898164013e-05 0.00374833301141337 "AXL" "InflamatoryMacrophages" -1
"PLAUR" 0.676234394653855 0.121662654645641 0.538205980066445 0.10126582278481 1.5567471391239e-20 4.39558674354057e-18 "PLAUR" "InflamatoryMacrophages" 1
"FOSB3" 0.229597288987801 0.0479826159548046 0.22093023255814 0.0316455696202532 9.07967704401345e-08 7.27539797736186e-06 "FOSB" "InflamatoryMacrophages" 1
"AP2S1" 0.701891890116548 0.436785964623627 0.602990033222591 0.310126582278481 5.44954971304824e-08 4.51931538790483e-06 "AP2S1" "InflamatoryMacrophages" 1
